advid,#_of_posOutcomes,SQ
25660259,1,1
25660266,0,0
25660268,0,0
25660276,1,1
25660303,1,1
25660304,0,1
25660316,0,0
25660320,0,1
25660326,0,1
25660349,4,0
25660352,0,1
25660361,0,0
25660367,1,0
25660370,0,1
25660377,1,0
25660378,0,0
25660389,6,1
25660391,7,1
25660410,1,1
25660422,0,0
25660442,7,1
25660443,0,1
25660450,0,0
25660462,0,0
25660474,3,1
25660484,8,1
25660485,0,0
25660488,0,0
25660500,0,0
25660503,0,1
25660510,1,0
25660526,7,1
25660541,0,1
25660559,4,0
25660561,0,1
25660564,0,0
25660569,0,1
25660574,0,0
25660605,0,1
25660628,0,0
25660629,1,1
25660634,0,1
25660638,0,0
25660642,1,1
25660660,27,1
25660671,0,0
25660677,0,1
25660682,0,1
25660706,10,0
25660708,0,0
25660711,1,1
25660728,0,0
25660747,2,0
25660748,0,1
25660752,0,1
25660761,7,0
25660762,2,0
25660764,4,1
25660772,0,1
25660775,2,1
25660777,0,1
25660784,0,1
25660789,1,0
25660795,0,0
25660799,0,0
25660807,32,0
25660823,2,1
25660830,0,1
25660839,1,1
25660844,0,0
25660857,0,1
25660866,1,1
25660898,0,0
25660909,4,1
25660948,0,1
25660974,0,1
25660981,1,0
25660983,3,0
25660997,1,1
25661001,0,0
25661004,0,0
25661009,0,1
25661011,0,1
25661013,3,1
25661018,10,1
25661025,0,0
25661038,1,1
25661045,73,0
25661054,1,1
25661057,1,1
25661091,1,0
25661092,0,0
25661094,0,1
25661099,30,1
25661117,1,1
25661132,0,0
25661134,0,1
25661143,13,1
25661159,0,1
25661183,0,1
25661191,1,0
25661194,0,0
25661213,0,0
25661233,14,0
25661234,0,0
25661235,3,1
25661247,16,1
25661268,0,1
25661285,0,1
25661291,0,0
25661294,3,0
25661300,0,0
25661304,9,0
25661308,10,1
25661317,1,0
25661323,0,0
25661324,0,0
25661327,0,0
25661329,0,1
25661341,0,0
25661391,0,0
25661393,2,0
25661414,0,0
25661431,2,1
25661442,0,1
25661444,3,1
25661450,4,0
25661473,2,1
25661485,4,1
25661492,0,1
25661494,10,1
25661497,1,1
25661501,4,1
25661511,0,1
25661530,5,0
25661533,0,1
25661557,0,0
25661558,4,1
25661563,0,1
25661576,0,0
25661579,3,1
25661584,1,0
25661588,0,1
25661592,0,0
25661599,1,0
25661633,0,0
25661641,4,0
25661645,1,1
25661654,1,1
25661659,13,0
25661664,0,1
25661669,8,1
25661671,0,0
25661687,28,1
25661731,0,1
25661732,0,1
25661751,22,1
25661756,25,1
25661771,0,0
25661795,0,1
25661796,9,0
25661815,49,1
25661824,0,0
25661838,6,0
25661841,2,0
25661843,0,0
25661851,0,0
25661853,2,1
25661862,0,0
25661865,1,0
25661873,0,1
25661890,0,0
25661898,0,1
25661909,0,0
25661913,0,0
25661917,0,0
25661919,0,0
25661947,3,1
25661948,1,0
25661949,0,1
25661953,3,0
25661960,1,0
25661964,0,0
25661967,2,1
25661972,0,0
25661976,1,0
25661983,3,1
25662007,5,1
25662016,0,0
25662028,4,0
25662034,0,1
25662043,0,0
25662068,0,0
25662091,1,1
25662097,2,0
25662099,0,0
25662104,0,0
25662110,0,0
25662124,4,1
25662128,3,0
25662133,20,0
25662137,36,1
25662148,0,1
25662154,0,0
25662166,3,1
25662182,0,0
25662183,1,0
25662198,3,0
25662199,1,0
25662202,15,1
25662207,9,1
25662219,0,1
25662221,1,1
25662223,0,0
25662234,0,0
25662270,0,1
25662273,5,1
25662295,3,0
25662305,2,1
25662308,8,0
25662311,1,0
25662331,0,0
25662336,0,1
25662346,2,0
25662367,2,0
25662372,3,0
25662373,0,1
25662384,1,0
25662403,0,0
25662434,2,1
25662436,0,1
25662440,1,1
25662444,0,1
25662451,43,0
25662458,3,0
25662479,1,0
25662482,11,0
25662490,1,0
25662491,0,0
25662492,12,1
25662503,0,0
25662507,3,0
25662525,0,0
25662532,2,1
25662538,0,1
25662540,0,0
25662546,5,0
25662547,0,1
25662550,4,1
25662551,4,1
25662556,6,0
25662565,0,1
25662566,0,0
25662578,3,1
25662579,0,0
25662599,4,1
25662610,2,0
25662615,1,1
25662616,39,1
25662628,3,1
25662646,0,0
25662648,0,1
25662650,0,1
25662657,0,1
25662665,4,0
25662666,0,0
25662667,0,0
25662675,0,0
25662682,0,1
25662696,0,0
25662703,1,0
25662722,6,0
25662730,14,1
25662731,0,0
25662732,0,1
25662749,1,0
25662753,0,0
25662764,2,1
25662784,0,1
25662789,2,1
25662808,1,0
25662811,0,0
25662825,0,0
25662828,0,1
25662845,0,1
25662851,1,1
25662857,0,0
25662859,0,0
25662866,1,1
25662882,1,1
25662898,147,0
25662919,3,1
25662937,0,1
25662952,0,1
25662971,0,1
25662975,2,1
25662991,0,0
25662992,0,1
25663010,6,0
25663020,0,0
25663024,0,0
25663040,0,1
25663042,3,0
25663051,22,1
25663069,1,1
25663072,0,0
25663099,0,0
25663100,20,1
25663103,0,0
25663110,0,0
25663147,2,1
25663158,11,0
25663163,0,1
25663190,0,0
25663197,6,0
25663199,82,0
25663211,0,0
25663220,102,0
25663223,0,1
25663232,0,0
25663239,0,1
25663241,2,0
25663242,0,1
25663246,0,0
25663258,0,0
25663259,0,1
25663280,7,0
25663295,0,0
25663304,0,1
25663305,3,1
25663308,2,1
25663310,2,1
25663311,0,1
25663318,0,0
25663322,0,1
25663328,0,1
25663330,3,1
25663334,0,0
25663338,1,0
25663340,10,1
25663348,2,1
25663358,0,1
25663359,1,1
25663365,6,1
25663372,1,1
25663379,0,1
25663383,1,1
25663384,0,1
25663421,0,0
25663426,0,1
25663434,0,1
25663436,0,1
25663437,3,1
25663452,0,1
25663454,90,1
25663480,0,1
25663483,1,1
25663485,6,0
25663487,0,1
25663517,0,1
25663539,0,0
25663540,2,0
25663549,0,1
25663554,0,0
25663561,0,0
25663564,0,0
25663585,5,1
25663594,1,0
25663599,0,1
25663607,2,1
25663616,0,1
25663624,3,1
25663629,9,1
25663634,1,0
25663637,0,0
25663650,1,1
25663651,2,1
25663658,8,1
25663680,0,1
25663688,0,1
25663705,2,0
25663716,10,0
25663717,0,0
25663730,3,0
25663738,2,0
25663770,3,1
25663776,0,0
25663783,0,1
25663784,0,1
25663788,7,1
25663807,0,1
25663811,0,1
25663826,0,0
25663840,0,1
25663850,1,1
25663857,5,1
25663879,0,1
25663886,0,1
25663893,0,0
25663895,4,0
25663901,3,0
25663907,0,1
25663915,7,1
25663923,0,0
25663943,1,1
25663954,1,0
25663967,10,0
25663972,1,0
25663973,0,0
25663983,0,0
25663995,2,1
25663997,4,0
25664001,0,0
25664011,0,1
25664012,0,1
25664041,1,1
25664048,45,0
25664051,1,1
25664054,0,0
25664063,0,0
25664070,8,0
25664074,2,1
25664083,0,0
25664084,0,1
25664106,5,1
25664110,0,0
25664163,0,0
25664172,0,1
25664179,3,0
25664184,0,0
25664189,0,0
25664201,1,0
25664203,0,0
25664219,0,0
25664237,2,0
25664241,0,1
25664262,0,1
25664264,4,0
25664265,5,1
25664275,0,1
25664289,0,0
25664293,1,0
25664297,0,1
25664311,0,1
25664314,0,1
25664324,0,0
25664331,0,0
25664339,38,0
25664340,2,0
25664355,0,0
25664356,0,0
25664357,0,0
25664359,0,0
25664366,0,0
25664372,7,1
25664386,12,0
25664394,0,1
25664398,6,0
25664448,0,1
25664450,0,0
25664453,2,0
25664454,3,1
25664455,0,0
25664462,1,1
25664463,0,0
25664471,6,1
25664477,0,1
25664482,7,1
25664484,1,0
25664492,9,1
25664497,0,1
25664506,0,1
25664508,0,1
25664509,0,0
25664518,14,0
25664528,4,0
25664550,0,1
25664564,0,0
25664579,0,1
25664603,0,1
25664615,0,1
25664637,2,1
25664643,2,1
25664651,1,0
25664653,2,0
25664658,0,1
25664663,28,0
25664667,0,1
25664674,3,0
25664675,8,1
25664693,0,1
25664700,0,0
25664705,0,0
25664711,0,0
25664714,0,0
25664740,1,1
25664742,8,0
25664743,0,0
25664746,0,0
25664747,0,1
25664748,1,0
25664750,0,1
25664757,0,1
25664763,2,0
25664764,2,1
25664765,0,0
25664790,1,0
25664796,0,1
25664799,1,0
25664808,5,0
25664814,1,1
25664817,0,1
25664834,0,1
25664842,0,1
25664843,0,1
25664849,2,1
25664852,12,1
25664853,1,1
25664855,17,1
25664866,0,1
25664877,0,0
25664887,0,0
25664915,0,0
25664917,7,1
25664923,0,0
25664932,2,0
25664936,2,0
25664949,0,0
25664952,1,1
25664955,6,0
25664964,1,1
25664991,7,0
25665000,0,0
25665003,11,0
25665012,0,1
25665017,0,0
25665023,0,0
25665047,0,0
25665063,0,0
25665064,5,0
25665072,26,1
25665076,0,1
25665085,0,0
25665162,2,0
25665210,38,0
25665230,2,0
25665257,0,1
25665258,2,0
25665280,0,1
25665285,0,1
25665296,0,1
25665303,0,1
25665306,0,1
25665313,0,1
25665315,5,0
25665320,0,0
25665326,0,1
25665329,4,0
25665340,1,1
25665341,5,0
25665342,4,0
25665396,0,1
25665398,2,0
25665403,23,1
25665417,0,0
25665437,1,0
25665458,11,1
25665464,0,0
25665479,0,0
25665482,4,1
25665501,3,0
25665521,1,0
25665546,1,1
25665555,0,1
25665562,0,0
25665574,6,0
25665585,22,1
25665606,4,0
25665616,0,0
25665617,1,1
25665627,1,1
25665695,0,0
25665704,2,1
25665705,5,1
25665709,0,1
25665712,0,1
25665723,0,0
25665731,0,0
25665779,1,0
25665782,3,1
25665784,0,0
25665800,55,0
25665812,0,1
25665829,0,1
25665830,0,1
25665833,2,1
25665838,3,0
25665846,5,0
25665850,0,0
25665860,0,0
25665866,2,1
25665868,0,1
25665871,21,0
25665872,2,0
25665873,0,1
25665884,0,1
25665910,0,1
25665914,0,0
25665967,0,0
25665977,1,0
25665988,2,1
25665989,2,0
25665991,6,1
25665998,0,0
25666009,0,1
25666015,30,0
25666029,3,0
25666037,1,1
25666047,0,0
25666057,0,1
25666059,0,0
25666060,0,0
25666061,1,1
25666078,0,1
25666081,1,1
25666085,0,0
25666131,3,1
25666139,0,1
25666172,0,0
25666208,0,1
25666213,9,0
25666242,5,1
25666244,1,1
25666246,0,0
25666248,3,1
25666255,1,0
25666280,0,1
25666310,2,1
25666314,61,1
25666332,0,0
25666373,0,1
25666383,0,0
25666391,0,1
25666395,0,1
25666399,2,0
25666405,8,1
25666409,1,1
25666455,0,0
25666476,10,1
25666497,0,0
25666501,3,0
25666513,16,1
25666517,1,0
25666539,1,1
25666561,2,0
25666565,2,1
25666571,0,1
25666578,4,0
25666580,0,0
25666584,0,0
25666598,11,0
25666629,0,0
25666632,22,1
25666636,3,1
25666643,1,1
25666655,3,0
25666668,0,1
25666674,0,0
25666677,0,0
25666687,0,1
25666718,2,1
25666737,0,0
25666750,0,0
25666764,0,1
25666772,2,0
25666798,0,0
25666803,0,1
25666814,0,0
25666827,30,1
25666835,4,0
25666857,3,1
25666865,0,1
25666869,0,1
25666879,0,0
25666884,1,0
25666894,0,0
25666897,4,0
25666919,61,1
25666954,2,0
25666965,2,0
25666967,0,0
25666988,8,1
25667015,0,0
25667017,1,0
25667020,8,0
25667028,9,0
25667062,0,0
25667067,0,0
25667068,0,0
25667110,2,1
25667148,1,0
25667155,1,0
25667187,0,0
25667189,0,0
25667214,4,1
25667226,0,0
25667243,0,1
25667245,2,0
25667249,5,0
25667266,1,0
25667289,0,1
25667294,0,0
25667295,0,0
25667305,0,1
25667307,0,0
25667308,0,1
25667313,1,0
25667342,0,0
25667349,0,0
25667362,0,0
25667376,1,0
25667383,2,1
25667401,0,1
25667409,2,1
25667427,0,1
25667443,0,0
25667446,47,0
25667455,4,0
25667460,0,1
25667480,0,1
25667495,19,0
25667500,0,0
25667510,19,1
25667512,1,1
25667514,0,1
25667529,0,0
25667541,0,0
25667548,2,1
25667553,4,0
25667559,2,0
25667578,0,1
25667589,0,0
25667599,0,1
25667614,0,0
25667648,1,0
25667653,1,1
25667655,0,1
25667668,1,0
25667674,0,1
25667677,0,0
25667694,42,0
25667727,3,0
25667742,3,0
25667746,0,0
25667747,0,0
25667763,13,0
25667782,3,0
25667789,0,0
25667801,9,0
25667803,0,0
25667822,1,1
25667829,0,1
25667833,16,0
25667848,3,1
25667873,4,0
25667887,4,0
25667897,0,1
25667901,0,1
25667919,2,0
25667925,10,0
25667934,0,0
25667939,1,1
25667940,0,1
25667958,0,1
25667979,6,0
25667994,0,1
25668000,10,1
25668016,2,0
25668019,1,0
25668052,3,0
25668076,24,0
25668114,1,1
25668120,0,0
25668142,0,0
25668151,4,1
25668164,6,0
25668173,3,0
25668193,1,1
25668201,0,1
25668236,0,1
25668250,0,0
25668263,0,1
25668267,0,1
25668269,0,1
25668293,2,0
25668299,0,0
25668309,21,1
25668327,0,0
25668332,3,0
25668337,1,1
25668338,0,0
25668358,0,1
25668382,0,0
25668386,0,0
25668389,14,0
25668390,5,1
25668392,11,0
25668399,3,0
25668404,0,0
25668438,6,1
25668473,1,1
25668490,0,1
25668500,2,1
25668504,0,1
25668505,0,1
25668506,0,0
25668519,0,0
25668540,1,0
25668544,1,0
25668548,0,1
25668551,0,1
25668557,0,1
25668572,0,1
25668610,1,0
25668625,0,1
25668647,5,1
25668651,19,0
25668653,6,0
25668657,3,1
25668658,15,0
25668659,0,1
25668679,0,0
25668684,2,1
25668720,0,1
25668730,0,1
25668793,0,0
25668794,0,0
25668802,3,1
25668804,0,1
25668829,3,1
25668831,0,0
25668835,41,0
25668837,34,1
25668846,0,0
25668872,0,1
25668876,1,0
25668877,5,0
25668883,0,0
25668893,0,0
25668902,3,1
25668905,0,1
25668906,0,1
25668912,2,0
25668913,1,1
25668941,0,1
25668995,0,1
25668999,8,1
25669030,2,0
25669054,0,1
25669055,0,0
25669058,0,1
25669084,0,1
25669103,3,0
25669189,1,1
25669225,0,1
25669270,14,0
25669279,0,0
25669287,0,1
25669313,3,1
25669344,1,1
25669356,0,1
25669357,0,1
25669424,11,0
25669486,3,1
25669497,0,1
25669534,0,0
25669550,0,1
25669553,1,0
25669615,3,1
25669676,0,1
25669681,3,0
25669750,0,0
25669753,0,0
25669808,0,0
25669851,0,0
25669856,2,1
25669940,10,0
25669987,0,0
25670021,4,0
25670073,0,0
25670133,5,1
25670160,0,1
25670165,0,1
25670207,12,0
25670280,0,0
25670323,0,1
25670352,3,1
25670409,6,0
25670413,0,0
25670456,0,0
25670505,3,1
25670630,6,0
25670679,0,0
25670708,0,0
25670741,3,0
25670879,4,1
25670941,0,1
25670969,0,1
25671050,0,0
25671075,3,0
25671082,7,1
25671251,0,0
25671712,0,0
25671914,0,0
25672194,0,1
25672567,15,1
25672865,0,0
25673240,0,0
25673259,0,1
25673307,0,1
25673374,0,0
25673459,0,1
25673463,3,0
25673573,0,0
25673661,41,1
25673826,0,0
25674162,1,1
25674266,1,1
25674315,1,0
25674437,1,1
25674634,4,1
25674748,11,1
25674820,0,1
25674909,0,0
25674931,0,1
25674936,4,0
25674958,0,0
25674966,0,0
25675018,0,0
25675044,1,0
25675064,0,1
25675128,4,0
25675208,0,1
25675320,0,0
25675369,0,0
25675389,9,1
25675405,0,0
25675421,0,0
25675542,0,0
25675550,4,0
25675598,0,0
25675599,1,0
25675687,0,1
25675696,1,1
25675703,3,1
25675728,0,0
25675729,3,1
25675750,0,1
25675770,0,0
25675774,30,1
25675777,0,0
25675800,6,0
25675816,0,1
25675850,3,1
25675934,0,1
25675942,99,1
25675948,2,0
25675958,1,1
25675972,0,0
25675999,1,1
25676008,0,0
25676016,0,1
25676049,4,0
25676110,0,1
25676133,0,1
25676136,16,0
25676138,10,0
25676181,3,1
25676196,7,0
25676220,0,1
25676230,1,0
25676280,6,1
25676293,0,0
25676312,1,1
25676338,0,0
25676348,4,0
25676416,3,1
25676428,0,0
25676463,1,1
25676472,1,0
25676486,0,0
25676514,0,1
25676525,0,1
25676527,0,1
25676537,0,0
25676557,0,0
25676562,0,0
25676573,2,0
25676576,10,1
25676603,53,0
25676661,0,0
25676665,5,1
25676686,2,0
25676706,17,1
25676718,0,0
25676719,0,0
25676722,1,0
25676730,3,1
25676741,0,0
25676753,5,0
25676790,0,1
25676803,0,0
25676812,0,0
25676830,20,1
25676834,6,1
25676837,1,0
25676854,1,0
25676867,2,1
25676868,0,1
25676876,0,0
25676889,0,1
25676903,45,0
25676916,0,1
25676933,0,1
25676946,2,0
25676969,0,0
25676972,5,0
25676987,0,1
25676990,1,1
25677023,1,1
25677031,2,0
25677054,1,0
25677061,4,1
25677094,0,1
25677144,0,1
25677164,8,1
25677180,1,0
25677183,3,0
25677196,0,1
25677207,0,1
25677229,0,1
25677240,0,0
25677260,1,0
25677268,0,0
25677303,121,0
25677308,0,0
25677313,2,0
25677320,1,1
25677325,0,1
25677327,1,1
25677329,0,0
25677352,0,1
25677367,2,0
25677372,7,1
25677385,0,0
25677387,5,1
25677391,0,1
25677398,2,1
25677402,2,1
25677405,1,0
25677412,5,1
25677427,7,1
25677437,1,0
25677440,19,0
25677454,2,1
25677492,0,0
25677508,9,0
25677520,0,0
25677535,0,1
25677541,2,0
25677566,1,1
25677569,0,0
25677574,2,0
25677576,0,0
25677577,0,1
25677581,3,1
25677594,13,1
25677619,0,0
25677622,1,0
25677636,11,1
25677638,0,1
25677639,0,0
25677643,3,0
25677654,1,1
25677659,7,1
25677677,1,1
25677686,1,0
25677748,0,1
25677761,0,0
25677781,0,0
25677782,0,1
25677796,1,0
25677813,0,0
25677850,0,1
25677866,0,0
25677871,2,1
25677874,2,0
25677888,1,1
25677893,0,0
25677907,0,1
25677929,8,0
25677946,0,0
25677967,0,0
25677981,0,1
25677995,3,0
25677997,0,0
25678017,0,1
25678034,11,1
25678038,1,0
25678043,3,0
25678061,0,0
25678070,0,1
25678077,1,1
25678096,1,0
25678102,22,1
25678104,0,1
25678144,0,1
25678145,2,1
25678161,6,1
25678172,3,0
25678187,2,0
25678195,0,1
25678205,0,0
25678221,3,0
25678222,7,0
25678230,0,0
25678246,0,0
25678318,1,1
25678319,0,1
25678324,0,0
25678332,0,1
25678343,1,1
25678351,0,0
25678353,0,0
25678363,0,0
25678365,0,0
25678376,11,1
25678381,0,0
25678411,0,0
25678428,0,1
25678435,2,0
25678437,0,0
25678448,1,1
25678456,0,0
25678467,0,1
25678473,0,1
25678512,1,0
25678513,0,0
25678521,0,1
25678540,2,1
25678552,0,0
25678560,0,0
25678563,0,1
25678573,1,0
25678577,0,0
25678580,0,1
25678608,0,0
25678625,33,0
25678653,0,0
25678666,1,1
25678680,1,0
25678689,0,1
25678693,2,1
25678694,0,0
25678699,0,0
25678701,19,1
25678722,0,0
25678726,5,1
25678738,1,0
25678759,0,1
25678785,0,1
25678790,2,1
25678810,2,1
25678852,0,0
25678853,0,0
25678881,6,0
25678903,1,0
25678915,0,1
25678924,0,0
25678925,2,0
25678964,0,0
25678982,0,1
25679007,28,0
25679049,9,0
25679064,0,1
25679076,0,0
25679078,0,1
25679082,5,1
25679109,10,0
25679111,0,0
25679119,0,0
25679123,7,1
25679131,0,1
25679141,0,0
25679143,0,0
25679150,0,0
25679184,0,0
25679185,0,1
25679204,6,1
25679206,0,0
25679239,0,1
25679242,3,1
25679280,10,0
25679293,1,0
25679311,3,0
25679313,0,0
25679319,0,0
25679332,12,1
25679337,15,1
25679345,4,0
25679346,3,1
25679360,0,0
25679375,1,0
25679378,0,1
25679387,2,0
25679392,0,0
25679420,0,0
25679426,1,0
25679435,2,0
25679446,0,1
25679452,3,1
25679466,1,0
25679485,0,0
25679500,0,1
25679544,2,0
25679553,1,0
25679555,14,0
25679560,0,1
25679573,0,0
25679574,0,0
25679603,0,1
25679606,0,1
25679619,30,0
25679631,0,1
25679632,8,1
25679641,0,1
25679686,3,0
25679691,0,1
25679692,1,1
25679707,2,1
25679713,0,0
25679719,3,1
25679749,0,1
25679753,2,0
25679768,0,1
25679780,0,0
25679783,3,1
25679792,0,0
25679805,72,1
25679807,0,0
25679814,3,0
25679818,9,0
25679822,0,0
25679836,0,1
25679846,1,0
25679865,5,1
25679878,7,1
25679901,5,1
25679906,0,0
25679913,0,1
25679923,1,1
25679934,0,1
25679937,0,0
25679958,6,1
25679966,2,1
25679972,0,1
25679973,0,0
25679974,1,1
25679990,0,1
25679992,11,0
25679996,0,0
25680017,4,1
25680036,3,1
25680039,0,1
25680041,0,1
25680050,0,0
25680053,26,1
25680061,1,0
25680070,1,1
25680071,1,1
25680085,0,1
25680100,0,0
25680105,7,1
25680106,0,0
25680112,3,1
25680130,0,0
25680131,0,0
25680133,8,0
25680136,0,1
25680143,0,0
25680151,0,1
25680155,0,0
25680164,0,1
25680169,1,0
25680183,0,0
25680187,2,1
25680218,0,1
25680221,0,0
25680228,3,0
25680233,0,0
25680244,7,0
25680246,8,0
25680247,4,1
25680248,2,0
25680259,2,0
25680272,0,1
25680291,4,1
25680303,2,0
25680306,0,0
25680313,6,1
25680316,0,1
25680336,1,0
25680347,0,0
25680364,56,1
25680387,2,0
25680416,6,1
25680419,0,0
25680435,14,1
25680449,5,1
25680451,0,1
25680454,2,1
25680474,4,0
25680481,0,1
25680490,0,0
25680492,2,1
25680498,1,1
25680505,0,1
25680515,4,1
25680539,0,1
25680540,0,0
25680541,0,0
25680545,0,0
25680547,0,0
25680551,1,0
25680563,0,1
25680607,1,0
25680611,4,1
25680621,2,1
25680625,13,1
25680627,21,0
25680632,0,0
25680649,17,0
25680666,13,0
25680667,1,0
25680669,8,1
25680680,0,0
25680681,0,0
25680682,0,1
25680683,0,0
25680687,1,0
25680702,0,0
25680725,1,0
25680731,0,1
25680749,0,1
25680760,0,0
25680788,0,1
25680860,0,1
25680875,1,0
25680884,1,1
25680889,0,0
25680893,0,1
25680912,0,1
25680923,0,1
25680924,1,0
25680934,0,1
25680939,3,0
25680946,0,0
25680978,4,1
25680979,0,0
25680996,0,1
25681000,9,0
25681007,2,0
25681009,13,1
25681019,0,0
25681023,1,0
25681041,1,0
25681050,0,1
25681057,4,0
25681063,1,1
25681071,0,1
25681073,9,0
25681081,0,0
25681101,0,1
25681113,1,1
25681121,0,0
25681135,9,1
25681137,2,0
25681157,10,0
25681158,1,0
25681181,9,1
25681223,0,0
25681229,6,1
25681236,0,1
25681273,0,0
25681275,3,1
25681278,1,1
25681294,15,0
25681300,0,1
25681308,3,1
25681311,0,0
25681314,5,0
25681326,0,1
25681327,0,1
25681342,0,1
25681348,0,0
25681352,4,1
25681372,0,0
25681397,3,1
25681401,13,0
25681434,0,0
25681480,0,1
25681484,0,0
25681511,1,1
25681521,0,1
25681531,6,1
25681532,15,0
25681536,5,1
25681538,0,1
25681546,1,0
25681553,0,1
25681556,5,1
25681564,13,1
25681580,0,0
25681620,0,0
25681638,0,1
25681643,0,0
25681646,8,0
25681663,1,0
25681670,33,0
25681688,1,1
25681696,1,0
25681703,0,0
25681711,1,1
25681715,0,0
25681721,0,1
25681728,4,0
25681734,0,0
25681737,1,1
25681748,53,1
25681778,4,0
25681784,0,1
25681805,0,0
25681809,1,1
25681811,10,0
25681824,0,1
25681841,4,0
25681847,2,0
25681851,2,1
25681855,11,0
25681880,8,1
25681893,0,0
25681905,1,1
25681918,5,0
25681919,5,0
25681927,2,0
25681939,0,1
25681944,0,0
25681945,0,0
25681948,0,1
25681953,0,0
25681963,0,0
25681981,0,1
25681995,1,0
25682012,4,1
25682013,0,0
25682016,66,1
25682021,7,0
25682036,0,1
25682039,1,1
25682049,4,0
25682064,6,1
25682067,10,0
25682077,5,1
25682082,0,0
25682083,47,0
25682096,2,0
25682118,11,1
25682120,0,0
25682136,13,1
25682151,1,0
25682166,31,0
25682193,1,0
25682232,0,0
25682239,69,1
25682243,0,1
25682246,0,0
25682250,4,1
25682256,0,0
25682262,0,0
25682273,0,1
25682279,0,1
25682292,1,0
25682323,3,0
25682329,1,1
25682331,2,1
25682334,0,1
25682335,1,1
25682346,5,1
25682359,1,1
25682360,0,0
25682371,0,1
25682378,1,1
25682388,0,1
25682391,2,0
25682399,8,0
25682402,5,1
25682410,0,0
25682411,9,0
25682413,0,1
25682430,0,0
25682467,0,1
25682468,1,0
25682493,1,0
25682496,171,1
25682501,1,1
25682505,0,1
25682518,71,0
25682537,0,0
25682538,0,1
25682545,0,0
25682549,4,1
25682562,0,0
25682572,0,0
25682574,1,0
25682577,0,1
25682585,0,1
25682586,2,0
25682589,1,1
25682591,0,0
25682597,0,0
25682617,2,1
25682629,1,1
25682656,6,1
25682663,0,1
25682667,12,0
25682679,0,0
25682681,0,0
25682685,0,1
25682697,0,0
25682699,7,1
25682712,1,1
25682723,0,0
25682724,2,0
25682729,1,1
25682732,0,1
25682740,8,1
25682765,10,1
25682767,1,1
25682776,0,0
25682790,1,1
25682791,3,1
25682796,1,0
25682797,0,0
25682800,0,1
25682812,0,0
25682818,11,1
25682826,0,0
25682841,0,0
25682842,4,0
25682844,0,1
25682857,6,1
25682859,4,0
25682878,5,0
25682881,0,1
25682884,2,1
25682887,11,0
25682898,2,0
25682905,0,1
25682919,0,1
25682955,15,0
25682966,0,1
25682967,1,1
25682971,2,0
25682978,0,1
25683002,1,0
25683012,4,1
25683022,7,1
25683023,2,1
25683024,0,1
25683026,5,1
25683029,0,1
25683032,1,0
25683037,17,0
25683046,3,1
25683058,0,0
25683059,5,0
25683085,0,1
25683093,43,1
25683097,21,0
25683100,0,0
25683110,4,1
25683115,12,0
25683126,0,0
25683129,3,0
25683144,1,1
25683151,0,0
25683159,0,1
25683163,0,1
25683169,4,1
25683170,0,1
25683184,1,0
25683203,2,0
25683214,0,1
25683217,1,0
25683221,4,1
25683227,0,1
25683242,1,1
25683260,0,1
25683266,26,1
25683272,34,1
25683285,0,0
25683295,0,1
25683296,0,1
25683302,0,1
25683305,0,1
25683322,18,0
25683325,11,0
25683328,0,1
25683330,1,1
25683350,2,1
25683355,2,1
25683358,0,0
25683360,7,0
25683362,18,1
25683367,1,0
25683373,2,0
25683374,3,0
25683386,5,0
25683394,0,1
25683399,0,0
25683405,0,1
25683409,0,0
25683411,1,1
25683421,0,1
25683428,17,0
25683429,1,1
25683437,16,1
25683450,1,1
25683457,0,0
25683471,34,1
25683483,0,0
25683487,0,1
25683504,0,0
25683518,0,1
25683521,0,0
25683524,20,0
25683528,3,0
25683535,0,1
25683537,0,0
25683538,5,0
25683551,4,0
25683552,6,0
25683554,0,1
25683568,0,0
25683570,2,0
25683571,0,0
25683575,1,0
25683583,0,1
25683584,5,1
25683603,0,1
25683609,9,1
25683620,13,0
25683640,2,1
25683642,0,1
25683672,0,1
25683686,0,0
25683701,3,0
25683709,0,1
25683718,0,1
25683733,2,0
25683736,0,1
25683749,2,1
25683753,0,1
25683763,0,1
25683769,0,0
25683779,0,1
25683798,0,1
25683803,0,1
25683805,0,0
25683818,1,1
25683822,12,0
25683828,1,0
25683850,0,1
25683853,2,0
25683903,0,1
25683925,0,1
25683933,0,1
25683941,0,0
25683950,0,1
25683968,0,1
25683997,0,1
25684001,0,1
25684009,0,1
25684026,2,1
25684045,0,1
25684056,1,0
25684059,0,0
25684067,7,1
